,Time,Speech,,Observation by Code,Common words,General Observation,,,,,,,,,,,,,,,,,
86,0:05:51,I'm just gonna roll him,,,,,,,,,,,,,,,,,,,,,
87,0:05:52,Okay,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
96,0:06:22,"No obvious step-offs at the C-spine or obvious tenderness, tenderness to palpation",,,,,,,,,,,,,,,,,,,,,
97,0:06:26,We can roll him when uh get the chance,,,,,,,,,,,,,,,,,,,,,
101,0:06:38,"So let's go ahead and, you have C-spine, let's roll him, and then",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
161227,,,,,,,,,,,,,,,,,,,,,,,
98,0:06:12,"We need to turn him, rectal exam, all that",,,,,,,,,,,,,,,,,,,,,
99,0:06:15,So the only things left are turning,,,,,,,,,,,,,,,,,,,,,
110,0:06:59,Should we look at his perineum and,,,,,,,,,,,,,,,,,,,,,
111,0:07:01,Yeah,,,,,,,,,,,,,,,,,,,,,
112,0:07:03,"Survey the only thing to my understand that we have not done yet are to turn the patient, examine his back, look for exit from that entry wound that you see to the right, and let him do range of motion of the upper, leg",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
114,0:07:16,Turn the patient?,,,,,,,,,,,,,,,,,,,,,
115,0:07:16,Slide in,,,,,,,,,,,,,,,,,,,,,
116,0:07:17,"Yes, always, uh when surgery directs that they're ready",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
131,0:08:47,Do we have enough paid people to turn him,,,,,,,,,,,,,,,,,,,,,
132,0:08:52,"No, can we borrow your, hands",,,,,,,,,,,,,,,,,,,,,
133,0:09:00,"You're kinda gonna hug yourseld and we'll, turn you, you don't need to help, we're gonna take a look okay",,,,,,,,,,,,,,,,,,,,,
134,0:09:06,Okay it's on respiratory's count when surgery is ready,,,,,,,,,,,,,,,,,,,,,
135,0:09:09,Alright we're gonna need at least 5 people on,,,,,,,,,,,,,,,,,,,,,
136,0:09:13,You need more people?,,,,,,,,,,,,,,,,,,,,,
137,0:09:14,"Yeah, yeah, some, some guys, good guys",,,,,,,,,,,,,,,,,,,,,
138,0:09:39,Alright you ready,,,,,,,,,,,,,,,,,,,,,
139,0:09:45,"Alright 1, 2, 3",,,,,,,,,,,,,,,,,,,,,
140,0:09:50,"3, so no injuries on the posterior thorax or the posterior thoracal abdominal area, no injuries to the buttocks",,,,,,,,,,,,,,,,,,,,,
141,0:10:01,"The perrineal's intact, no exit wounds there, no other injuries, no other bullet wounds, um inner thigh's unremarkable",,,,,,,,,,,,,,,,,,,,,
142,0:10:09,Okay we can flip him over,,,,,,,,,,,,,,,,,,,,,
143,0:10:11,"1, 2, 3",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170105,,,,,,,,,,,,,,,,,,,,,,,
159,0:06:59,"She has posterior C-spine tenderness, of C3, C4, it seems a little more diffuse than that, no step-offs, we'll wait for a Miami J collar",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
261,0:10:57,Sweetie we're gonna turn you to look at your back okay,,,,,,,,,,,,,,,,,,,,,
263,0:11:09,"In one sec we'll turn her to you, okay, we'll get her off the board, I wanna see the back of her head",,,,,,,,,,,,,,,,,,,,,
271,0:11:35,"Your left side, okay, alright, we're just gonna roll you to check your back",,,,,,,,,,,,,,,,,,,,,
272,0:11:40,"Let's go ahead, and on your count, okay, alright, we're gonna go to that side, okay, I'm gonna feel your back, you tell me if it hurts yes or no okay",,,,,,,,,,,,,,,,,,,,,
273,0:11:48,You're gonna be okay,,,,,,,,,,,,,,,,,,,,,
274,0:11:50,"Deep breath, 1, take a deep breath, 2, and 3",,,,,,,,,,,,,,,,,,,,,
275,0:11:56,"Okay any pain where I'm touching, any pain, any pain",,,,,,,,,,,,,,,,,,,,,
276,0:12:00,No,,,,,,,,,,,,,,,,,,,,,
277,0:12:02,Any pain,,,,,,,,,,,,,,,,,,,,,
278,0:12:02,No,,,,,,,,,,,,,,,,,,,,,
279,0:12:03,Any pain,,,,,,,,,,,,,,,,,,,,,
280,0:12:04,No,,,,,,,,,,,,,,,,,,,,,
281,0:12:04,Any pain,,,,,,,,,,,,,,,,,,,,,
282,0:12:04,"Good you did great, you did great, I'm proud of you",,,,,,,,,,,,,,,,,,,,,
283,0:12:10,Does it feel like there's a cut in the back of your head at all,,,,,,,,,,,,,,,,,,,,,
284,0:12:12,No,,,,,,,,,,,,,,,,,,,,,
285,0:12:14,Okay I think your hair was just wet is that right?,,,,,,,,,,,,,,,,,,,,,
286,0:12:16,Yes,,,,,,,,,,,,,,,,,,,,,
287,0:12:18,"I don't see anything, again it's just",,,,,,,,,,,,,,,,,,,,,
288,0:12:20,Okay you wanna repeat,,,,,,,,,,,,,,,,,,,,,
289,0:12:21,Alright I got the board,,,,,,,,,,,,,,,,,,,,,
290,0:12:28,"Breathe, alright breathe",,,,,,,,,,,,,,,,,,,,,
292,0:12:32,"We're gonna roll her back, okay, 1, 2, 3",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
124,0:13:10,"Um let's, uh let's go ahead and roll him this way.",,,,,,,,,,,,,,,,,,,,,
125,0:13:16,Don't move your head okay,,,,,,,,,,,,,,,,,,,,,
126,0:13:18,Can you give yourself a hug?,,,,,,,,,,,,,,,,,,,,,
127,0:13:21,"You're gonna give yourself a big hug, cross your arms for me.",,,,,,,,,,,,,,,,,,,,,
128,0:13:24,"We're gonna roll which way. Okay, ready? 1, 2, …3.",,,,,,,,,,,,,,,,,,,,,
129,0:13:36,"You just relax, you don't move, let us do everything.",,,,,,,,,,,,,,,,,,,,,
130,0:13:38,Do you have any pain when I press?,,,,,,,,,,,,,,,,,,,,,
131,0:13:40,Do you have any pain?,,,,,,,,,,,,,,,,,,,,,
132,0:13:44,"No anterior spine tenderness on palpation, no bruises or deformities.",,,,,,,,,,,,,,,,,,,,,
133,0:13:48,"Let's just do around his arm, I'll do around his arm.",,,,,,,,,,,,,,,,,,,,,
134,0:13:55,Give your buttcheeks a squeeze.,,,,,,,,,,,,,,,,,,,,,
135,0:13:57,Squeeze your buttcheeks together.,,,,,,,,,,,,,,,,,,,,,
136,0:14:07,"1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
161219,,,,,,,,,,,,,,,,,,,,,,,
83,0:07:39,When they're ready let's roll him,,,,,,,,,,,,,,,,,,,,,
91,0:07:53,"Can you just, don't put the diaper on yet, we have to roll him and look at his backside anyway",,,,,,,,,,,,,,,,,,,,,
100,0:08:20,You're gonna turn him over just turn-,,,,,,,,,,,,,,,,,,,,,
101,0:08:23,"This, this is the injured leg, don't roll him with that leg",,,,,,,,,,,,,,,,,,,,,
103,0:08:26,We can roll him on this leg want to try to hold down,,,,,,,,,,,,,,,,,,,,,
105,0:08:29,Imma hold this one while you roll him,,,,,,,,,,,,,,,,,,,,,
106,0:08:34,Control his C spine since we're rolling him,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
120,0:09:26,Mhhm correct,,,,,,,,,,,,,,,,,,,,,
121,0:09:34,Alright on 3,,,,,,,,,,,,,,,,,,,,,
122,0:09:37,"On 3: 1, 2, 3",,,,,,,,,,,,,,,,,,,,,
123,0:09:40,If we find anything on his leg,,,,,,,,,,,,,,,,,,,,,
124,0:09:51,"No stepoffs, no TSL tenderness",,,,,,,,,,,,,,,,,,,,,
125,0:10:02,No cervical spine tenderness or step-offs,,,,,,,,,,,,,,,,,,,,,
126,0:10:07,"On 3: 1, 2, 3",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
161218,,,,,,,,,,,,,,,,,,,,,,,
75,0:09:24,"Why don't we-why don’t we go ahead and just turn him real quick, we'll just check his back",,,,,,,,,,,,,,,,,,,,,
76,0:09:30,No deformities,,,,,,,,,,,,,,,,,,,,,
77,0:09:35,Alright,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
161217,,,,,,,,,,,,,,,,,,,,,,,
65,0:49:21,You wanna just roll him,,,,,,,,,,,,,,,,,,,,,
66,0:49:22,Sure,,,,,,,,,,,,,,,,,,,,,
67,0:49:23,"Alright let's go, we're gonna roll you towards me so we can look at your back okay",,,,,,,,,,,,,,,,,,,,,
68,0:49:28,We got you,,,,,,,,,,,,,,,,,,,,,
69,0:49:29,We'll do it,,,,,,,,,,,,,,,,,,,,,
70,0:49:37,"So there's nothing on the back, he's got one uh injury to the left lateral hip",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
79,0:50:13,"Okay you can bring him down, roll him to that side, so far that's the only obvious injury",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
114,0:51:51,"Well I need to, we still need to roll him onto this side, and take a look, so far we only have one injury to the left, left hip, um normal rectal exam, no blood in the urine",,,,,,,,,,,,,,,,,,,,,
115,0:52:04,"Something may have got in peripherally, maybe lodged in bone, I haven't seen the X-rays",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
161207,,,,,,,,,,,,,,,,,,,,,,,
110,0:17:57,"Yea, so, in the meantime, we, the things we have left in the secondary are just a neck exam and a rolling her and looking at her back",,,,,,,,,,,,,,,,,,,,,
111,0:18:04,"And then C-spine we're gonna defer, we'll get a lateral C-spine",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
161203,,,,,,,,,,,,,,,,,,,,,,,
148,0:25:09,Let's try to roll towards you,,,,,,,,,,,,,,,,,,,,,
149,0:25:11,We good,,,,,,,,,,,,,,,,,,,,,
150,0:25:13,Let's go when we're good,,,,,,,,,,,,,,,,,,,,,
151,0:25:29,We good?,,,,,,,,,,,,,,,,,,,,,
152,0:25:48,Alright we good,,,,,,,,,,,,,,,,,,,,,
156,0:26:12,"Okay someone's gonna need to stabilize her arm, while I look at her back",,,,,,,,,,,,,,,,,,,,,
157,0:26:18,"That arm, I can do that arm",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
169,0:27:00,How far does she need to go when we roll her,,,,,,,,,,,,,,,,,,,,,
170,0:27:03,"Uh not very far, you know just enough for me to push on her back",,,,,,,,,,,,,,,,,,,,,
171,0:27:09,"Okay we're coming towards you, we're gonna go like 1/3 or half way if we can and further if we have to",,,,,,,,,,,,,,,,,,,,,
172,0:27:16,Um that other arm is gonna need to tuck,,,,,,,,,,,,,,,,,,,,,
173,0:27:19,I'll pull the board out,,,,,,,,,,,,,,,,,,,,,
174,0:27:21,Yup,,,,,,,,,,,,,,,,,,,,,
175,0:27:25,"1, 2, 3",,,,,,,,,,,,,,,,,,,,,
176,0:27:41,Right ankle,,,,,,,,,,,,,,,,,,,,,
177,0:27:44,Doesn't seem to have any pain or stepoffs to her posterior spine,,,,,,,,,,,,,,,,,,,,,
178,0:27:53,There's an abrasion yes to her left lateral ankle,,,,,,,,,,,,,,,,,,,,,
179,0:27:55,Okay let's roll her back,,,,,,,,,,,,,,,,,,,,,
180,0:27:57,"1, 2, 3",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
161128,,,,,,,,,,,,,,,,,,,,,,,
39,0:09:28,We can turn her,,,,,,,,,,,,,,,,,,,,,
40,0:09:29,You can take that away,,,,,,,,,,,,,,,,,,,,,
41,0:09:51,Okay we can go back on your count,,,,,,,,,,,,,,,,,,,,,
42,0:09:53,The nurse wanna get the back of her neck.,,,,,,,,,,,,,,,,,,,,,
45,0:10:00,"No step-off, no deformity.",,,,,,,,,,,,,,,,,,,,,
46,0:10:02,No tenderness,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
161127,,,,,,,,,,,,,,,,,,,,,,,
140,0:10:04,Can I turn him over and assess his back real quick,,,,,,,,,,,,,,,,,,,,,
141,0:10:06,Yeah,,,,,,,,,,,,,,,,,,,,,
142,0:10:14,"You wanna, you wanna do this",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
157,0:11:02,So on the back no step-offs or deformities,,,,,,,,,,,,,,,,,,,,,
158,0:11:04,Okay,,,,,,,,,,,,,,,,,,,,,
159,0:11:05,Um no bruises or,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
160129,,,,,,,,,,,,,,,,,,,,,,,
52,0:13:48,We got a 2cm deep back posteriorally,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
108,0:18:54,Can you help me out here? Can you help me? Can you help me?,,,,,,,,,,,,,,,,,,,,,
109,0:18:57,We just need to roll him real quick and make sure there's nothing in the back,,,,,,,,,,,,,,,,,,,,,
110,0:19:02,"Alright, I'm just gonna listen",,,,,,,,,,,,,,,,,,,,,
111,0:19:06,"It's not gonna hurt, I promise",,,,,,,,,,,,,,,,,,,,,
112,0:19:10,Yea we just put it on --,,,,,,,,,,,,,,,,,,,,,
115,0:19:20,Can we roll him next,,,,,,,,,,,,,,,,,,,,,
116,0:19:25,"I'm gonna roll you okay, we're gonna be really gentle, it's gonna be okay, hold my hand, hold my hand buddy.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
121,0:19:38,"No, nothing on his butt",,,,,,,,,,,,,,,,,,,,,
122,0:19:40,No stepoffs or tenderness,,,,,,,,,,,,,,,,,,,,,
123,0:19:41,Nothing on his bum,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
160128,,,,,,,,,,,,,,,,,,,,,,,
53,0:15:57,"Okay, can somebody hold her C-spine like this",,,,,,,,,,,,,,,,,,,,,
54,0:16:29,"That's fine, I can do that, we'll have to um, we'll have to roll her twice",,,,,,,,,,,,,,,,,,,,,
55,0:17:07,"Okay, can we, do you mind if I roll her to get this thing on",,,,,,,,,,,,,,,,,,,,,
56,0:17:12,You've got the C-spine? Okay and can you get the sides?,,,,,,,,,,,,,,,,,,,,,
57,0:17:18,"I'm gonna have you, hang on, I'm gonna have you roll her",,,,,,,,,,,,,,,,,,,,,
58,0:17:35,"There's no obvious uh stepoffs or deformities in the C, T, or L spine",,,,,,,,,,,,,,,,,,,,,
59,0:17:42,Can you get her off the board too?,,,,,,,,,,,,,,,,,,,,,
60,0:17:44,"Yea, I can, sorry I'm just trying to get this stupid thing on board too",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
160127,,,,,,,,,,,,,,,,,,,,,,,
66,0:08:14,Does your back hurt at all?,,,,,,,,,,,,,,,,,,,,,
67,0:08:15,No,,,,,,,,,,,,,,,,,,,,,
68,0:08:16,No,,,,,,,,,,,,,,,,,,,,,
69,0:08:20,"No posterior C-spine tenderness, no neck, no step-offs",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
122,0:11:30,Any pain at all,,,,,,,,,,,,,,,,,,,,,
123,0:11:32,Any pain,,,,,,,,,,,,,,,,,,,,,
124,0:11:33,"Pain, yes or no?",,,,,,,,,,,,,,,,,,,,,
125,0:11:34,Yes?,,,,,,,,,,,,,,,,,,,,,
126,0:11:35,Where your lower back?,,,,,,,,,,,,,,,,,,,,,
127,0:11:36,Don't shake your head,,,,,,,,,,,,,,,,,,,,,
128,0:11:36,"Okay tell me, yes? It hurts here? Yes?",,,,,,,,,,,,,,,,,,,,,
129,0:11:41,Does it hurt here?,,,,,,,,,,,,,,,,,,,,,
130,0:11:42,No,,,,,,,,,,,,,,,,,,,,,
131,0:11:43,Does it hurt here?,,,,,,,,,,,,,,,,,,,,,
132,0:11:44,No,,,,,,,,,,,,,,,,,,,,,
133,0:11:44,Does it hurt here?,,,,,,,,,,,,,,,,,,,,,
134,0:11:47,Does it hurt here?,,,,,,,,,,,,,,,,,,,,,
135,0:11:48,Nah I'm just,,,,,,,,,,,,,,,,,,,,,
136,0:11:49,Does it hurt here?,,,,,,,,,,,,,,,,,,,,,
137,0:11:50,No,,,,,,,,,,,,,,,,,,,,,
138,0:11:50,Does it hurt here?,,,,,,,,,,,,,,,,,,,,,
139,0:11:51,No,,,,,,,,,,,,,,,,,,,,,
140,0:11:52,Yes or no,,,,,,,,,,,,,,,,,,,,,
141,0:11:53,No,,,,,,,,,,,,,,,,,,,,,
142,0:11:53,"No okay seems we have some thoracic pain, mid-thoracic pain",,,,,,,,,,,,,,,,,,,,,
144,0:12:04,Go ahead and roll,,,,,,,,,,,,,,,,,,,,,
145,0:12:04,"Ready, on your count",,,,,,,,,,,,,,,,,,,,,
146,0:12:05,"1, 2, 3",,,,,,,,,,,,,,,,,,,,,
150,0:12:32,And you said no step-off right,,,,,,,,,,,,,,,,,,,,,
151,0:12:33,"No step-offs, no.",,,,,,,,,,,,,,,,,,,,,
152,0:12:35,You said some mid-thoracic tenderness but,,,,,,,,,,,,,,,,,,,,,
158,0:13:12,Does anything else hurt you hun?,,,,,,,,,,,,,,,,,,,,,
159,0:13:15,Besides your back? Just your back.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
160126,,,,,,,,,,,,,,,,,,,,,,,
92,0:14:45,When you're ready you can roll him and examine the T and L spine,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
102,0:15:39,Are you ready to roll now?,,,,,,,,,,,,,,,,,,,,,
105,0:15:56,Does it hurt when I press anywhere here?,,,,,,,,,,,,,,,,,,,,,
106,0:16:00,I'm gonna roll you to the right side,,,,,,,,,,,,,,,,,,,,,
110,0:16:44,Does this hurt?,,,,,,,,,,,,,,,,,,,,,
111,0:16:46,Does anything back here hurt?,,,,,,,,,,,,,,,,,,,,,
112,0:16:49,Does anything here hurt?,,,,,,,,,,,,,,,,,,,,,
113,0:16:52,Does anything hurt?,,,,,,,,,,,,,,,,,,,,,
114,0:16:55,Does anything hurt?,,,,,,,,,,,,,,,,,,,,,
115,0:16:58,Right here?,,,,,,,,,,,,,,,,,,,,,
116,0:17:00,"Uh no thoracic spine tenderness but there is some lumbar tenderness, subjectively, no step-off",,,,,,,,,,,,,,,,,,,,,
117,0:17:08,We'll do back of the body,,,,,,,,,,,,,,,,,,,,,
118,0:17:10,"You said tenderness, lumbar?",,,,,,,,,,,,,,,,,,,,,
119,0:17:16,Said no step-off,,,,,,,,,,,,,,,,,,,,,
120,0:17:18,"No step-off but he does have some -it hurts right here- he has some uh lumbar spine tenderness to palpation, no step-off",,,,,,,,,,,,,,,,,,,,,
121,0:17:31,You're gonna feel a little lump underneath your back okay,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
160124,,,,,,,,,,,,,,,,,,,,,,,
205,0:13:31,"Can we flip the patient on the left side, right side up the patient",,,,,,,,,,,,,,,,,,,,,
206,0:13:42,On the count of 3 are we ready,,,,,,,,,,,,,,,,,,,,,
207,0:13:45,He wants to go this way,,,,,,,,,,,,,,,,,,,,,
208,0:13:46,You wanna hold to your right,,,,,,,,,,,,,,,,,,,,,
209,0:13:47,He wants to go towards the exit,,,,,,,,,,,,,,,,,,,,,
210,0:13:50,"1, 2, 3",,,,,,,,,,,,,,,,,,,,,
211,0:13:51,"1, 2, 3",,,,,,,,,,,,,,,,,,,,,
216,0:14:03,Any pain here?,,,,,,,,,,,,,,,,,,,,,
217,0:14:04,"No, no, no",,,,,,,,,,,,,,,,,,,,,
218,0:14:06,No spinal tenderness,,,,,,,,,,,,,,,,,,,,,
219,0:14:14,Just gonna check your butt bud,,,,,,,,,,,,,,,,,,,,,
220,0:14:17,No bleeding on the rectum,,,,,,,,,,,,,,,,,,,,,
221,0:14:19,Any pain,,,,,,,,,,,,,,,,,,,,,
222,0:14:20,No,,,,,,,,,,,,,,,,,,,,,
223,0:14:21,Alright buddy any pain?,,,,,,,,,,,,,,,,,,,,,
224,0:14:22,No,,,,,,,,,,,,,,,,,,,,,
225,0:14:23,"No? No pain, no visible injury on the backside",,,,,,,,,,,,,,,,,,,,,
226,0:14:26,Okay,,,,,,,,,,,,,,,,,,,,,
227,0:14:29,"So he has a left arm, left forearm pain",,,,,,,,,,,,,,,,,,,,,
228,0:14:55,Okay,,,,,,,,,,,,,,,,,,,,,
229,0:14:57,"1, 2, 3",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
271,0:16:48,"Yea, and my back was hurting, but not anymore, not that, not that much",,,,,,,,,,,,,,,,,,,,,
272,0:16:53,Okay where was it hurting your back,,,,,,,,,,,,,,,,,,,,,
273,0:16:54,"Middle part of back, lower back",,,,,,,,,,,,,,,,,,,,,
274,0:16:56,"Like lower-upper right here, on the back",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170545,,,,,,,,,,,,,,,,,,,,,,,
73,(00:16:46),No bony step-offs on the spine.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170518,,,,,,,,,,,,,,,,,,,,,,,
78,(00:10:14),"Okay, buddy, I'm going to move this away from your head. Do not move your head, okay? Be very still.",,,,,,,,,,,,,,,,,,,,,
79,(00:10:25),"You're just going to feel my hands on your back. Just stay very still, everything is going to be alright you're going very good.",,,,,,,,,,,,,,,,,,,,,
82,(00:10:45),"So when we roll, lets get the board out and the temperature, all at the same time.",,,,,,,,,,,,,,,,,,,,,
83,(00:10:52),"Are you guys ready? Okay, on my count. 1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
84,(00:11:05),"Let's get the board out first. Board out first, board out first!",,,,,,,,,,,,,,,,,,,,,
85,(00:11:09),"It's alright buddy. We're just moving this board. Stay very still, alright?",,,,,,,,,,,,,,,,,,,,,
86,(00:11:17),Anything to see on the back?,,,,,,,,,,,,,,,,,,,,,
87,(00:11:19),Any pain? Any pain there?,,,,,,,,,,,,,,,,,,,,,
88,(00:11:20),Say yes or no.,,,,,,,,,,,,,,,,,,,,,
89,(00:11:22),Any pain?,,,,,,,,,,,,,,,,,,,,,
90,(00:11:23),Does it hurt?,,,,,,,,,,,,,,,,,,,,,
91,(00:11:24),Does it hurt?,,,,,,,,,,,,,,,,,,,,,
92,(00:11:25),Does your back hurt?,,,,,,,,,,,,,,,,,,,,,
93,(00:11:26),Does your back hurt? Yes? Yes?,,,,,,,,,,,,,,,,,,,,,
94,(00:11:35),He says yes. I don't feel any step-offs.,,,,,,,,,,,,,,,,,,,,,
95,(00:11:38),No step offs?,,,,,,,,,,,,,,,,,,,,,
96,(00:11:39),No step offs.,,,,,,,,,,,,,,,,,,,,,
100,(00:12:05),"Alright, so nothing on his back, no step offs.",,,,,,,,,,,,,,,,,,,,,
101,(00:12:08),No step offs and he was complaining of tenderness.,,,,,,,,,,,,,,,,,,,,,
102,(00:12:10),He was?,,,,,,,,,,,,,,,,,,,,,
103,(00:12:11),He was.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170515,,,,,,,,,,,,,,,,,,,,,,,
67,(00:09:23),Do you want to roll him and do his back?,,,,,,,,,,,,,,,,,,,,,
68,(00:09:24),Hmm?,,,,,,,,,,,,,,,,,,,,,
69,(00:09:25),Do you want to roll him and do his back?,,,,,,,,,,,,,,,,,,,,,
70,(00:09:26),Yes.,,,,,,,,,,,,,,,,,,,,,
71,(00:09:28),So lets roll him on his left side.,,,,,,,,,,,,,,,,,,,,,
77,(00:09:41),Any pain where I'm pressing?,,,,,,,,,,,,,,,,,,,,,
78,(00:09:42),Just say yes or no.,,,,,,,,,,,,,,,,,,,,,
79,(00:09:43),No.,,,,,,,,,,,,,,,,,,,,,
80,(00:09:44),No? Here? Here? Here? Here? Nothing?,,,,,,,,,,,,,,,,,,,,,
81,(00:09:51),"No step offs, deformities, no spinal pain. No injuries to the back.",,,,,,,,,,,,,,,,,,,,,
82,(00:09:56),"Okay, when you guys are ready.",,,,,,,,,,,,,,,,,,,,,
83,(00:09:58),"Yup. 1, 2, 3.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170514,,,,,,,,,,,,,,,,,,,,,,,
136,(00:10:22),"Alright, are we ready to roll?",,,,,,,,,,,,,,,,,,,,,
137,(00:10:25),We're going to roll you over so we can look at your back in case there's something on your back,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
143,(00:11:11),Did we get any pain on palpation for his spine?,,,,,,,,,,,,,,,,,,,,,
144,(00:11:14),We haven't rolled him yet.,,,,,,,,,,,,,,,,,,,,,
145,(00:11:16),"Got it. Okay, fine.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
154,(00:12:29),"So ---, we're going to roll you. You let us do all the work. You're going to keep your hands across your chest.",,,,,,,,,,,,,,,,,,,,,
155,(00:12:39),"Perfect, good job buddy.",,,,,,,,,,,,,,,,,,,,,
156,(00:12:52),"1, 2, 3. Roll.",,,,,,,,,,,,,,,,,,,,,
157,(00:12:59),Say yes or no if you have pain.,,,,,,,,,,,,,,,,,,,,,
158,(00:13:03),Here? Here? Here? Here? Here? Here? Here?,,,,,,,,,,,,,,,,,,,,,
159,(00:13:13),"Okay, buddy I'm just going to look through your --- and then you're done.",,,,,,,,,,,,,,,,,,,,,
160,(00:13:17),"No step offs, no pain on palpation.",,,,,,,,,,,,,,,,,,,,,
161,(00:13:29),"Okay, we're gonna have you roll over that way, your clothes are bunched up under you.",,,,,,,,,,,,,,,,,,,,,
162,(00:13:36),"1, 2, 3. Roll back.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
170513,,,,,,,,,,,,,,,,,,,,,,,
27,(00:04:36),Are you ready to roll?,,,,,,,,,,,,,,,,,,,,,
28,(00:04:37),Yes.,,,,,,,,,,,,,,,,,,,,,
31,(00:04:41),Do we roll towards you?,,,,,,,,,,,,,,,,,,,,,
32,(00:04:42),Yeah.,,,,,,,,,,,,,,,,,,,,,
33,(00:04:43),"Okay, we're going to roll on three to --. 1, 2,3. Roll.",,,,,,,,,,,,,,,,,,,,,
34,(00:04:54),So no cranial deformities on the back.,,,,,,,,,,,,,,,,,,,,,
35,(00:04:58),Not palpating any stepoffs.,,,,,,,,,,,,,,,,,,,,,
36,(00:05:02),Well he didn't like that.,,,,,,,,,,,,,,,,,,,,,
37,(00:05:09),"Cool, no lacerations, bruises, or injuries on the back that I can see.",,,,,,,,,,,,,,,,,,,,,
38,(00:05:12),"Okay, basic?",,,,,,,,,,,,,,,,,,,,,
39,(00:05:14),"1,2,3. Roll back.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
